,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment
868,11120,1.0,1996.0,4.0,0.0,8.0,651.0,Item do not show,,Bad,lent ..... Produit
869,10972,1.0,1929.0,1.0,1.0,5.0,236.0,Payment processing,2021-07-22,Good,clear services
870,11258,1.0,1377.0,2.0,0.0,15.0,345.0,Wrong password,2021-06-02,Bad,slow item
871,14173,1.0,1411.0,3.0,,11.0,180.0,Wrong password,2021-08-05,Good,buen juego
873,12145,1.0,1426.0,1.0,1.0,5.0,319.0,Wrong password,2021-07-24,Good,N / A
875,14640,1.0,1819.0,6.0,0.0,16.0,422.0,Payment processing,2021-07-11,Bad,Comportamiento del agente de USELLESS
876,11115,1.0,1746.0,4.0,0.0,7.0,784.0,Item do not show,2021-05-19,Bad,unrealiable web-site
877,12185,1.0,1781.0,2.0,0.0,7.0,,Cheating,2021-06-10,Good,i like agent's behavior
879,14453,1.0,1695.0,4.0,0.0,10.0,174.0,Wrong password,2021-07-02,Good,great agent`s behavior
880,10968,1.0,1819.0,2.0,0.0,6.0,160.0,Wrong password,2021-07-26,Good,fast website
882,12774,1.0,1571.0,4.0,0.0,15.0,623.0,Payment processing,2021-08-19,Bad,Je n'aime pas le mode carrière
883,14893,1.0,1726.0,6.0,0.0,21.0,800.0,Item do not show,2021-06-24,Bad,Mode de joueur horrible
886,11159,1.0,1480.0,2.0,0.0,6.0,176.0,,2021-06-05,Good,quick agent`s communication
887,11188,0.0,1770.0,2.0,0.0,15.0,109.0,Wrong password,2021-07-09,Good,
888,12125,0.0,1535.0,3.0,0.0,,70.0,Cheating,2021-05-26,Good,Comunicación de agentes rápidos
889,11321,1.0,1532.0,3.0,0.0,12.0,375.0,Wrong password,2021-07-26,Good,nicee agents behavior
890,12038,1.0,1817.0,4.0,0.0,9.0,81.0,Item do not show,2021-08-06,Good,Livraison satisfaisante !!
892,14915,1.0,1671.0,1.0,1.0,,550.0,Wrong password,2021-05-14,Bad,unrealiable services
893,13656,1.0,2028.0,3.0,,12.0,387.0,Item do not show,2021-06-22,Bad,servicios decepcionantes
896,14577,1.0,1580.0,4.0,0.0,7.0,523.0,Payment processing,2021-05-22,Bad,Servicio poco realiable !!!
897,11568,1.0,1996.0,1.0,1.0,3.0,,Item do not show,,Good,fantastic agents behavior
898,14555,1.0,1813.0,3.0,0.0,4.0,275.0,Wrong password,2021-05-11,Good,Welldone: solución
901,11276,1.0,1892.0,4.0,0.0,,136.0,Wrong password,2021-08-10,Good,fantastic delivery!!
903,12617,1.0,1566.0,3.0,0.0,8.0,82.0,Payment processing,2021-08-18,Good,wonderful delivery.
904,15594,1.0,1496.0,2.0,0.0,7.0,161.0,Item do not show,2021-08-17,Good,Modo de reproductor confiable
905,14409,1.0,1519.0,6.0,0.0,24.0,498.0,Payment processing,2021-05-26,Bad,inefficient agent
909,13703,0.0,1648.0,4.0,0.0,8.0,74.0,Compromited account,2021-06-16,Good,useful delivery.
910,10330,1.0,1341.0,4.0,0.0,9.0,173.0,Item do not show,2021-07-09,Good,Me gusta el modo de reproductor
911,11773,1.0,1267.0,3.0,0.0,25.0,714.0,Payment processing,2021-06-05,Bad,unpleasant agent`s communication
913,13559,1.0,1837.0,2.0,0.0,9.0,296.0,Item do not show,2021-06-17,Good,N / A
914,12670,1.0,1566.0,2.0,0.0,27.0,561.0,Wrong password,2021-08-12,Bad,sitio web poco confiable
916,12777,1.0,1663.0,1.0,1.0,4.0,696.0,Wrong password,2021-06-01,Bad,slow..... process
917,15259,0.0,2003.0,3.0,0.0,25.0,879.0,Item do not show,2021-05-17,Bad,
918,11494,0.0,1336.0,3.0,0.0,16.0,202.0,Cheating,2021-05-12,Bad,I don't like game
919,15461,1.0,1899.0,6.0,0.0,3.0,138.0,Payment processing,2021-05-28,Good,good agent`s communication
921,11817,1.0,1817.0,4.0,0.0,11.0,235.0,Cheating,2021-05-23,Good,I like delivery
922,14860,1.0,1317.0,1.0,1.0,7.0,84.0,Wrong password,2021-07-05,Good,nice resolution...
924,14720,1.0,1350.0,2.0,0.0,3.0,272.0,Item do not show,2021-06-26,Good,I like agent
925,14454,1.0,1350.0,2.0,0.0,5.0,244.0,Compromited account,2021-07-06,Good,clear item
926,13091,1.0,1340.0,5.0,0.0,3.0,164.0,Item do not show,2021-07-05,Good,"well done, agent's communication"
927,14989,1.0,1929.0,2.0,0.0,14.0,514.0,Payment processing,2021-08-12,Bad,unreliable services
928,12677,1.0,1671.0,3.0,0.0,2.0,220.0,Wrong password,2021-08-21,Good,efficient item
931,13477,1.0,1812.0,2.0,,11.0,233.0,Payment processing,2021-07-01,Good,Welldone: Comunicación de agentes
933,11605,1.0,1568.0,3.0,,8.0,152.0,Item do not show,2021-07-31,Good,me gusta la comunicación de los agentes
935,13834,1.0,1480.0,3.0,,8.0,,Wrong password,2021-08-21,Good,artículo rápido
936,14516,1.0,1942.0,3.0,0.0,7.0,128.0,Wrong password,2021-07-06,Good,efficient services!
939,14943,1.0,1996.0,3.0,0.0,12.0,12.0,Item do not show,2021-08-23,Good,pleasant resolution
941,12889,1.0,1548.0,4.0,0.0,2.0,32.0,Item do not show,2021-07-29,Good,welldone: solution
942,10772,1.0,1473.0,1.0,1.0,6.0,641.0,Payment processing,2021-05-13,Bad,harsh services!
943,11353,1.0,1688.0,3.0,0.0,20.0,367.0,Item do not show,2021-07-08,Bad,slow..... agents communication
944,10947,1.0,1480.0,2.0,0.0,7.0,544.0,Payment processing,2021-05-28,Bad,Communication des agents clairs
945,15200,1.0,1341.0,3.0,0.0,7.0,,Wrong password,2021-08-20,Good,welldone: agent's communication
946,15526,1.0,1817.0,2.0,0.0,10.0,26.0,Wrong password,2021-05-15,Good,"well done solution,"
947,13512,1.0,1646.0,4.0,0.0,,484.0,Payment processing,2021-08-19,Bad,N / A
948,12666,1.0,1384.0,3.0,0.0,46.0,397.0,Payment processing,2021-05-25,Bad,unsatisfactory product!
949,15635,1.0,1585.0,2.0,0.0,9.0,440.0,Wrong password,2021-05-26,Bad,Lente ..... Livraison.
950,10699,0.0,1583.0,3.0,0.0,11.0,764.0,Item do not show,2021-07-28,Bad,mauvais site Web
951,12598,1.0,1817.0,4.0,0.0,7.0,212.0,Payment processing,2021-08-09,Good,buen agente
953,14197,1.0,1777.0,1.0,1.0,16.0,632.0,Item do not show,2021-07-16,Bad,"I do not like solution,"
954,10303,0.0,1363.0,3.0,0.0,19.0,149.0,Cheating,2021-07-13,Good,"nice solution,"
956,11143,1.0,1583.0,4.0,0.0,21.0,467.0,Payment processing,2021-08-09,Bad,mauvaise solution
957,13448,1.0,1414.0,2.0,0.0,3.0,190.0,Compromited account,2021-08-23,Good,Communication de beaux agents
958,10944,1.0,1336.0,1.0,1.0,2.0,69.0,Payment processing,2021-06-24,Good,nicee web-site
959,13258,1.0,1746.0,3.0,0.0,15.0,565.0,Payment processing,2021-06-30,Bad,harsh resolution...
960,13136,0.0,1337.0,2.0,0.0,5.0,237.0,Cheating,2021-06-15,Good,amazing game
961,13240,0.0,1819.0,1.0,1.0,25.0,708.0,Cheating,2021-06-24,Bad,confusing website
962,11854,1.0,1996.0,1.0,1.0,6.0,45.0,Payment processing,2021-06-11,Good,N / A
963,13455,1.0,1548.0,2.0,,8.0,208.0,Wrong password,,Good,artículo útil
965,12627,1.0,1813.0,2.0,0.0,4.0,102.0,Item do not show,2021-07-19,Good,Entrega fantástica.
966,12944,1.0,1317.0,3.0,,7.0,,Item do not show,2021-05-18,Good,"maravillosa solución,"
967,13539,1.0,1899.0,3.0,0.0,10.0,267.0,Wrong password,,Good,i like product
969,13332,1.0,1813.0,3.0,0.0,3.0,144.0,Payment processing,2021-07-12,Good,nice game
971,11315,1.0,1414.0,4.0,0.0,10.0,384.0,Payment processing,2021-06-13,Bad,unrealiable delivery!!
973,12510,1.0,1899.0,2.0,0.0,3.0,893.0,Wrong password,2021-06-22,Bad,entrega ineficiente.
974,13250,1.0,1414.0,2.0,0.0,9.0,139.0,Payment processing,2021-07-28,Good,pleasant services!
975,13622,1.0,1287.0,1.0,1.0,6.0,185.0,,2021-06-20,Good,Comportement des agents bien fait
977,14177,1.0,1929.0,2.0,0.0,15.0,987.0,Wrong password,2021-05-15,Bad,Mode des joueurs
978,13343,0.0,1585.0,2.0,0.0,8.0,385.0,Compromited account,2021-07-28,Bad,Servicio decepcionante !!!
979,13701,0.0,1548.0,2.0,0.0,4.0,433.0,Wrong password,2021-08-09,Bad,¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡Oso ¡!!!
980,14541,0.0,1967.0,3.0,,21.0,517.0,Cheating,2021-06-04,Bad,servicio insatisfactorio
983,13395,1.0,1360.0,4.0,0.0,27.0,832.0,Item do not show,2021-07-28,Bad,unrealiable process
986,10163,1.0,1522.0,2.0,0.0,4.0,247.0,Item do not show,2021-08-20,Good,nicee services
987,15373,1.0,1857.0,3.0,0.0,7.0,183.0,Compromited account,2021-06-21,Good,site Web efficace
988,10198,1.0,1949.0,3.0,0.0,5.0,378.0,Wrong password,2021-08-05,Good,useful website
989,12924,1.0,1519.0,2.0,0.0,3.0,503.0,Payment processing,2021-06-02,Bad,unpleasant process
990,15203,1.0,1688.0,3.0,0.0,37.0,634.0,Compromited account,2021-06-30,Bad,unsatisfactory agents behavior
991,15467,1.0,1936.0,4.0,0.0,7.0,980.0,Payment processing,2021-06-17,Bad,Comportement des agents usulless
992,12731,1.0,1817.0,2.0,0.0,29.0,974.0,Payment processing,2021-05-19,Bad,slow agent's behavior
993,14268,1.0,1531.0,3.0,0.0,10.0,79.0,Wrong password,2021-06-17,Good,pleasant agent`s behavior
994,12353,1.0,1817.0,1.0,1.0,,147.0,Item do not show,2021-05-17,Good,amazing agent's communication
996,11526,1.0,1336.0,2.0,0.0,4.0,63.0,Wrong password,2021-05-25,Good,sitio web claro
997,14767,1.0,1726.0,1.0,1.0,3.0,235.0,Wrong password,2021-05-28,Good,great agents behavior
999,12578,0.0,1656.0,2.0,0.0,17.0,472.0,Cheating,2021-06-18,Bad,processus peu clair
1000,11727,1.0,1337.0,3.0,0.0,3.0,169.0,Wrong password,2021-05-11,Good,"solution rapide,"
1001,14075,0.0,1899.0,2.0,0.0,21.0,656.0,Compromited account,,Bad,useless product!
1002,11596,1.0,1671.0,3.0,0.0,,131.0,Wrong password,2021-06-16,Good,Résolution nice
1005,15050,0.0,1892.0,3.0,0.0,11.0,547.0,Cheating,2021-05-13,Bad,
1007,10957,1.0,1496.0,1.0,1.0,3.0,,Payment processing,2021-07-06,Good,jeu rapide
1008,12613,1.0,1435.0,1.0,1.0,8.0,140.0,Item do not show,2021-06-16,Good,Comportamiento del agente bien hecho
1009,12187,1.0,1936.0,2.0,0.0,8.0,74.0,Item do not show,2021-08-09,Good,amazing! website
1010,11537,0.0,2019.0,1.0,,8.0,148.0,Wrong password,2021-06-19,Good,WellDone: Servicios
1011,14415,1.0,1377.0,3.0,0.0,17.0,,Wrong password,2021-05-20,Good,Le comportement de l'agent clair
1012,12761,1.0,1806.0,7.0,0.0,4.0,184.0,Wrong password,2021-06-17,Good,"Bien hecho, producto!"
1013,10520,1.0,1287.0,4.0,0.0,4.0,69.0,Compromited account,2021-06-08,Good,Comportamiento del buen agente
1014,13769,0.0,1455.0,1.0,1.0,,292.0,Cheating,,Good,eficient agents communication
1016,12272,1.0,1317.0,1.0,1.0,14.0,730.0,Compromited account,2021-05-22,Bad,livraison décevante
1017,12029,1.0,1812.0,3.0,0.0,6.0,47.0,Payment processing,2021-08-03,Good,jeu rapide
1018,10314,1.0,1921.0,4.0,0.0,2.0,673.0,Wrong password,2021-08-12,Bad,servicios decepcionantes
1019,12290,0.0,1566.0,1.0,1.0,,627.0,,2021-06-06,Bad,unclear resolution
1020,12650,1.0,1350.0,4.0,0.0,6.0,96.0,Wrong password,2021-06-10,Good,modo de carrera útil
1022,14663,1.0,1568.0,4.0,0.0,17.0,653.0,Payment processing,2021-05-18,Bad,useless web-site
1023,12826,1.0,1947.0,3.0,0.0,9.0,236.0,Payment processing,2021-08-10,Good,great delivery.
1025,14393,0.0,1287.0,2.0,0.0,10.0,834.0,Compromited account,2021-06-19,Bad,mauvais site Web
1026,15043,1.0,1548.0,4.0,0.0,9.0,268.0,Wrong password,2021-07-11,Good,"precise solution,"
1027,10248,1.0,1535.0,1.0,1.0,11.0,230.0,Wrong password,2021-05-22,Good,experiencia maravillosa
1028,11275,1.0,1519.0,2.0,0.0,4.0,852.0,Compromited account,2021-07-15,Bad,I dont like service!!!
1029,13625,1.0,1336.0,2.0,,,678.0,Wrong password,2021-07-17,Bad,argumento
1030,15562,1.0,1697.0,1.0,1.0,9.0,133.0,Payment processing,2021-06-21,Good,"great solution,"
1031,12990,1.0,1671.0,1.0,1.0,6.0,671.0,Payment processing,2021-08-12,Bad,unrealiable agents communication
1032,14131,1.0,1340.0,3.0,0.0,4.0,221.0,Payment processing,2021-06-09,Good,useful solution
1033,14627,1.0,1692.0,2.0,0.0,5.0,1136.0,Item do not show,2021-06-25,Bad,Services inefficaces!
1034,13074,1.0,1936.0,2.0,0.0,16.0,514.0,Wrong password,2021-06-29,Bad,unpleasant agents behavior
1035,11804,1.0,2028.0,6.0,0.0,4.0,62.0,Item do not show,2021-05-31,Good,great process
1036,11235,1.0,1746.0,3.0,0.0,20.0,998.0,Wrong password,2021-07-31,Bad,Je n'aime pas le comportement de l'agent
1037,10235,1.0,1663.0,2.0,0.0,18.0,519.0,Item do not show,2021-08-05,Bad,Communication de l'agent insatisfaisant
1038,12711,0.0,2019.0,3.0,0.0,19.0,531.0,Cheating,2021-06-22,Bad,Sentitif ..... Service
1039,12616,1.0,1358.0,4.0,0.0,3.0,85.0,Payment processing,2021-08-01,Good,pleasant solution
1042,10794,0.0,1817.0,3.0,0.0,,686.0,Wrong password,2021-07-01,Bad,I do not like career mode
1043,11862,0.0,1350.0,5.0,0.0,20.0,798.0,Wrong password,2021-06-17,Bad,Résolution dure ...
1044,13536,1.0,1688.0,2.0,0.0,2.0,107.0,Wrong password,2021-06-26,Good,"efficient solution,"
1045,12753,1.0,1648.0,2.0,0.0,,271.0,,2021-08-04,Good,Mode de joueur fiable
1046,15196,1.0,1921.0,2.0,0.0,18.0,695.0,Wrong password,2021-06-28,Bad,uselless agent's behavior
1047,14612,1.0,1754.0,3.0,0.0,2.0,,Item do not show,2021-05-28,Good,Service clair !!!
1053,10737,1.0,1671.0,1.0,1.0,5.0,257.0,Wrong password,2021-05-28,Good,Communication d'agent fiable
1054,10795,1.0,1819.0,5.0,0.0,13.0,324.0,Wrong password,2021-08-09,Good,Services incroyables!
1055,14569,1.0,1377.0,2.0,0.0,21.0,,Payment processing,2021-08-01,Bad,unsatisfactory game
1056,13518,1.0,1663.0,2.0,0.0,5.0,880.0,Wrong password,2021-07-22,Bad,produit horrible
1057,10288,0.0,1759.0,2.0,0.0,6.0,454.0,Cheating,2021-05-24,Bad,servicios desagradables
1058,13702,1.0,1671.0,4.0,0.0,8.0,37.0,Wrong password,2021-06-24,Good,useful agents communication
1061,13652,1.0,1817.0,2.0,0.0,6.0,824.0,Payment processing,2021-07-19,Bad,Je n'aime pas les services
1062,14041,1.0,1414.0,2.0,,4.0,208.0,Payment processing,2021-08-16,Good,N / A
1063,13660,1.0,1692.0,3.0,0.0,5.0,99.0,Item do not show,2021-08-11,Good,sitio web de Nicee
1064,10509,1.0,1947.0,1.0,1.0,5.0,327.0,Payment processing,2021-06-13,Good,welldone: item
1066,10187,1.0,1754.0,3.0,0.0,4.0,257.0,Item do not show,2021-08-23,Good,N / A
1067,13741,0.0,1535.0,4.0,0.0,12.0,473.0,Cheating,2021-07-03,Bad,unsatisfactory website
1069,10502,1.0,1688.0,4.0,0.0,4.0,48.0,Item do not show,2021-06-28,Good,wonderful product!
1074,11959,1.0,1695.0,1.0,,12.0,42.0,Payment processing,2021-06-24,Good,modo profesional preciso
1075,14632,1.0,1781.0,4.0,0.0,,178.0,Payment processing,2021-05-12,Good,reliable delivery!!
1076,15346,1.0,1806.0,1.0,1.0,4.0,171.0,Compromited account,2021-07-06,Good,Claro de comunicación del agente
1077,13283,1.0,1726.0,4.0,0.0,19.0,755.0,Payment processing,2021-08-07,Bad,I don't like process
1078,10901,1.0,1455.0,4.0,0.0,2.0,198.0,Item do not show,2021-08-04,Good,quick agent`s behavior
1079,13587,1.0,1812.0,1.0,1.0,7.0,202.0,Wrong password,2021-07-15,Good,well done agent`s communication
1080,14710,0.0,1377.0,1.0,1.0,16.0,748.0,Cheating,2021-06-22,Bad,"Solution usulless,"
1081,14101,0.0,1695.0,4.0,0.0,8.0,589.0,Cheating,,Bad,unclear item
1082,11131,0.0,1688.0,1.0,1.0,6.0,1081.0,Compromited account,2021-06-23,Bad,unrealiable resolution
1083,15212,1.0,1532.0,2.0,0.0,5.0,,Compromited account,2021-08-06,Bad,I dont like agents communication
1085,15091,1.0,1770.0,3.0,0.0,10.0,498.0,Payment processing,2021-07-15,Bad,Mode du joueur peu fiable
1086,11482,1.0,1267.0,3.0,0.0,11.0,286.0,Cheating,2021-05-30,Good,Comportement des agents eficientes
1087,15358,1.0,1710.0,5.0,0.0,7.0,134.0,Item do not show,2021-07-07,Good,nice item
1089,15082,1.0,1350.0,4.0,0.0,3.0,831.0,Item do not show,2021-08-17,Bad,unreliable... resolution
1091,13412,1.0,1813.0,5.0,0.0,10.0,,Payment processing,2021-08-10,Good,"Solución agradable,"
1092,15267,1.0,1585.0,2.0,0.0,7.0,13.0,Wrong password,2021-07-06,Good,welldone: delivery
1093,13878,1.0,1568.0,2.0,0.0,13.0,169.0,Item do not show,2021-07-12,Good,
1097,13561,1.0,1384.0,5.0,0.0,4.0,106.0,Compromited account,2021-05-22,Good,entrega satisfactoria !!
1098,12177,1.0,1427.0,1.0,1.0,19.0,733.0,Item do not show,2021-07-21,Bad,I don't like delivery!!
1099,15078,1.0,1996.0,4.0,0.0,3.0,227.0,,2021-05-19,Good,satisfactory service!!!
1102,15523,1.0,1360.0,2.0,0.0,,117.0,Wrong password,2021-08-09,Good,pleasant game
1105,12403,1.0,1967.0,2.0,0.0,7.0,196.0,Wrong password,2021-08-06,Good,"nice solution,"
1106,15643,1.0,1949.0,2.0,0.0,5.0,220.0,Wrong password,2021-07-01,Good,eficient resolution
1109,11716,1.0,1473.0,4.0,0.0,10.0,377.0,Wrong password,2021-06-04,Bad,I dont like delivery.
1110,13927,1.0,1710.0,5.0,0.0,7.0,67.0,Compromited account,2021-07-13,Good,"precise solution,"
1112,14633,1.0,1319.0,6.0,0.0,3.0,45.0,Payment processing,2021-05-17,Good,useful item
1113,12414,1.0,1477.0,4.0,0.0,3.0,127.0,Payment processing,2021-05-23,Good,Communication d'agent satisfaisant
1114,14139,0.0,1455.0,2.0,0.0,21.0,793.0,Cheating,2021-05-12,Bad,harsh product
1115,14993,1.0,1726.0,3.0,0.0,4.0,276.0,Payment processing,2021-08-13,Good,bel agent
1116,10421,1.0,1754.0,2.0,0.0,9.0,528.0,Payment processing,2021-06-30,Bad,unreliable... game
1118,12455,1.0,1688.0,5.0,0.0,21.0,685.0,Payment processing,2021-08-11,Bad,I don't like agent
1119,15163,1.0,1996.0,1.0,1.0,6.0,237.0,Payment processing,2021-07-11,Good,"Bien hecho, comunicación del agente"
1120,13368,1.0,2019.0,4.0,0.0,8.0,30.0,Payment processing,2021-06-17,Good,fast career mode
1121,13571,1.0,1719.0,4.0,0.0,5.0,242.0,Wrong password,,Good,"Bravo, mode de carrière"
1123,11467,0.0,1566.0,2.0,0.0,22.0,651.0,Cheating,2021-07-17,Bad,confusing web-site
1124,10548,1.0,1813.0,2.0,0.0,12.0,325.0,Wrong password,2021-08-03,Good,precise product
1125,12382,1.0,1746.0,3.0,0.0,11.0,327.0,Compromited account,2021-07-08,Bad,"slow..... solution,"
1127,13002,1.0,1656.0,2.0,0.0,8.0,72.0,Payment processing,2021-06-29,Good,wonderful services
1128,12980,1.0,1480.0,4.0,0.0,3.0,,Payment processing,2021-05-28,Good,precise agent's behavior
1129,14957,1.0,1360.0,4.0,0.0,13.0,80.0,Payment processing,2021-05-22,Good,wonderful product
1130,12981,1.0,1806.0,1.0,1.0,10.0,770.0,Cheating,2021-07-14,Bad,I do not like services
1133,14547,1.0,1267.0,2.0,0.0,9.0,128.0,Payment processing,2021-06-04,Good,Processus merveilleux
1136,15377,1.0,1411.0,4.0,0.0,10.0,649.0,Compromited account,2021-05-20,Bad,Je n'aime pas le comportement de l'agent
1137,11098,1.0,1936.0,3.0,0.0,23.0,517.0,Wrong password,2021-06-19,Bad,unclear services!
1139,11687,1.0,1384.0,3.0,0.0,22.0,1221.0,Payment processing,2021-06-08,Bad,Incertaine ... Livraison
1141,15431,1.0,2019.0,2.0,0.0,,105.0,Item do not show,2021-08-19,Good,amazing agent's behavior
1142,13306,1.0,1532.0,4.0,0.0,5.0,69.0,Item do not show,2021-07-13,Good,comportamiento de agentes asombrosos
1144,12431,1.0,1358.0,2.0,0.0,4.0,14.0,Payment processing,2021-05-16,Good,"Solución agradable,"
1145,10205,1.0,1726.0,4.0,0.0,19.0,887.0,Payment processing,2021-05-25,Bad,sitio web poco revelable
1146,11992,0.0,1806.0,1.0,1.0,6.0,318.0,Cheating,2021-08-03,Good,eficient agent`s communication
1147,10868,1.0,1967.0,1.0,1.0,5.0,108.0,Payment processing,2021-07-28,Good,Livraison bien faite !!
1148,13764,1.0,1857.0,1.0,1.0,10.0,266.0,Payment processing,2021-07-25,Good,amazing! agent`s behavior
1149,10696,1.0,1317.0,3.0,0.0,5.0,134.0,Cheating,2021-07-16,Bad,bad resolution...
1151,12181,1.0,1496.0,2.0,0.0,4.0,175.0,Wrong password,2021-05-11,Good,welldone: agent`s behavior
1154,10907,1.0,1414.0,3.0,0.0,6.0,144.0,Wrong password,2021-07-10,Good,expérience efficace
1155,13784,1.0,1531.0,3.0,0.0,8.0,363.0,Item do not show,2021-06-25,Bad,Je n'aime pas l'expérience
1156,14368,1.0,1477.0,2.0,0.0,5.0,390.0,Item do not show,2021-05-20,Good,J'aime les services!
1159,10954,1.0,1812.0,3.0,0.0,10.0,48.0,Item do not show,2021-07-25,Good,clear player mode
1160,11224,1.0,1267.0,4.0,,13.0,588.0,Payment processing,2021-08-06,Bad,No me gusta la comunicación del agente
1161,12770,1.0,1287.0,2.0,0.0,3.0,420.0,Payment processing,2021-08-03,Bad,inefficient resolution...
1162,12787,1.0,1754.0,3.0,0.0,6.0,254.0,Payment processing,2021-08-23,Good,wonderful product!
1163,13758,1.0,1936.0,3.0,0.0,17.0,202.0,Item do not show,2021-08-18,Bad,No me gusta el agente
1164,15090,1.0,1929.0,5.0,0.0,18.0,612.0,Payment processing,2021-07-31,Bad,Modo de reproductor confuso
1165,12967,0.0,1287.0,2.0,0.0,6.0,219.0,Compromited account,2021-06-30,Good,precise product
1166,10693,1.0,1350.0,2.0,0.0,3.0,223.0,Wrong password,2021-07-23,Good,Communication de l'agent rapide
1167,10685,1.0,1496.0,5.0,0.0,7.0,719.0,Wrong password,2021-06-28,Bad,unsatisfactory agent
1168,15674,1.0,1548.0,1.0,1.0,7.0,,Payment processing,2021-06-09,Good,useful process
1170,12940,1.0,1819.0,5.0,0.0,8.0,150.0,Payment processing,2021-07-25,Good,Solución NICEE
1171,10569,1.0,1427.0,5.0,0.0,,716.0,Item do not show,2021-06-14,Bad,I do not like delivery
1172,13302,1.0,1926.0,2.0,0.0,2.0,58.0,Item do not show,2021-06-04,Good,I like resolution...
1174,14651,1.0,1480.0,2.0,0.0,4.0,166.0,Item do not show,2021-06-08,Good,nicee web-site
1175,11623,0.0,1819.0,5.0,0.0,13.0,620.0,Cheating,2021-08-03,Bad,slow agents behavior
1177,12307,1.0,1522.0,6.0,0.0,5.0,1021.0,Wrong password,,Bad,I dont like agents behavior
1178,11984,1.0,1412.0,5.0,0.0,8.0,64.0,Item do not show,,Good,welldone: services
1179,13983,1.0,1754.0,3.0,0.0,4.0,239.0,Wrong password,2021-05-22,Good,Le comportement de l'agent eficiente
1181,10861,1.0,1363.0,1.0,1.0,5.0,240.0,Payment processing,2021-07-21,Good,modo de reproductor rápido
1182,15588,1.0,1571.0,4.0,0.0,7.0,476.0,Item do not show,2021-06-25,Bad,inefficient agent
1185,13690,1.0,2028.0,4.0,0.0,29.0,538.0,Item do not show,2021-07-01,Bad,Article décevant
1186,13082,1.0,1340.0,3.0,0.0,39.0,829.0,Payment processing,2021-08-03,Bad,unclear item
1188,12899,1.0,1414.0,2.0,0.0,8.0,122.0,Compromited account,2021-05-11,Good,"well done, solution"
1189,12691,1.0,1806.0,2.0,0.0,2.0,122.0,Payment processing,2021-05-28,Good,quick game
1190,10543,1.0,1996.0,1.0,1.0,8.0,151.0,Item do not show,2021-08-16,Good,precise solution
1191,14851,1.0,1426.0,2.0,0.0,15.0,96.0,Item do not show,2021-06-23,Good,i like career mode
1192,12057,1.0,1926.0,4.0,0.0,6.0,92.0,Payment processing,2021-08-02,Good,Entrega clara !!
1194,13175,1.0,1967.0,1.0,1.0,3.0,376.0,Wrong password,2021-05-24,Good,clear product
1195,10674,0.0,2003.0,2.0,0.0,,1121.0,Compromited account,2021-06-29,Bad,unreliable agent's behavior
1197,11581,0.0,1754.0,2.0,0.0,15.0,789.0,Compromited account,2021-06-12,Bad,Je n'aime pas le mode carrière
1199,10661,1.0,1646.0,6.0,0.0,8.0,19.0,Payment processing,2021-07-13,Good,"Bravo, service"
1202,10744,1.0,2003.0,3.0,0.0,,590.0,Item do not show,2021-06-09,Bad,confusing product!
1204,12956,0.0,1571.0,1.0,1.0,14.0,810.0,Compromited account,,Bad,slow..... agents communication
1206,14988,1.0,1337.0,1.0,1.0,8.0,321.0,Payment processing,2021-06-24,Bad,uselless agent's behavior
1207,12766,1.0,1985.0,6.0,0.0,13.0,513.0,Wrong password,2021-08-21,Bad,horrible expérience
1209,12345,0.0,1287.0,2.0,0.0,,580.0,Cheating,2021-06-11,Bad,
1210,12413,1.0,1646.0,1.0,1.0,4.0,351.0,Cheating,2021-08-07,Good,Communication d'agent satisfaisant
1212,10852,1.0,1726.0,2.0,0.0,10.0,277.0,Wrong password,2021-06-26,Bad,unpleasant player mode
1213,14682,0.0,1746.0,3.0,0.0,9.0,217.0,Payment processing,2021-07-07,Good,nicee resolution...
1214,14926,0.0,1414.0,1.0,1.0,10.0,980.0,Compromited account,2021-07-11,Bad,unreliable... agent`s communication
1216,11118,1.0,1697.0,4.0,0.0,11.0,374.0,Payment processing,2021-06-10,Good,clear web-site
1218,15109,1.0,1812.0,2.0,0.0,25.0,908.0,Payment processing,,Bad,slow delivery!!
1220,13068,1.0,1411.0,2.0,0.0,3.0,509.0,Item do not show,2021-06-21,Bad,Je n'aime pas les services!
1221,13411,1.0,1585.0,3.0,0.0,6.0,105.0,Payment processing,2021-06-24,Good,Comunicación del buen agente
1222,10684,1.0,1759.0,1.0,1.0,8.0,588.0,Item do not show,2021-07-26,Bad,useless services
1225,15225,1.0,1746.0,3.0,0.0,,736.0,Payment processing,2021-05-28,Bad,unreliable... game
1226,14458,1.0,1412.0,4.0,0.0,3.0,184.0,Compromited account,2021-05-26,Good,reliable agent
1227,13839,1.0,1947.0,3.0,0.0,30.0,612.0,Item do not show,2021-08-04,Bad,Service sévère !!!
1229,14019,0.0,2019.0,4.0,0.0,20.0,815.0,Compromited account,2021-07-24,Bad,I don't like resolution
1230,12845,1.0,1390.0,6.0,0.0,8.0,48.0,Payment processing,2021-06-25,Good,clear player mode
1231,14844,0.0,1697.0,2.0,0.0,15.0,904.0,Compromited account,2021-05-21,Bad,slow website
