,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment,agent_startingdate,agent_country,agent_education,agent_daysonrole
797,12431,1.0,1358.0,2.0,0.0,4.0,14.0,Payment processing,2021-05-16,Good,"Solución agradable,",2015-06-24,Spain,Language & Literature,2153.0
798,10205,1.0,1726.0,4.0,0.0,19.0,887.0,Payment processing,2021-05-25,Bad,sitio web poco revelable,2015-01-31,United States,Humanities,2306.0
799,11992,0.0,1806.0,1.0,1.0,6.0,318.0,Cheating,2021-08-03,Good,eficient agent`s communication,2020-01-23,Turkey,Language & Literature,558.0
800,10868,1.0,1967.0,1.0,1.0,5.0,108.0,Payment processing,2021-07-28,Good,Livraison bien faite !!,2018-01-14,Hungary,Humanities,1291.0
801,13764,1.0,1857.0,1.0,1.0,10.0,266.0,Payment processing,2021-07-25,Good,amazing! agent`s behavior,2014-05-07,Hungary,Design,2636.0
802,10696,1.0,1317.0,3.0,0.0,5.0,134.0,Cheating,2021-07-16,Bad,bad resolution...,2014-11-15,Portugal,Life Sciences,2435.0
803,12181,1.0,1496.0,2.0,0.0,4.0,175.0,Wrong password,2021-05-11,Good,welldone: agent`s behavior,2018-06-23,United States,Humanities,1053.0
804,10907,1.0,1414.0,3.0,0.0,6.0,144.0,Wrong password,2021-07-10,Good,expérience efficace,2019-07-10,Brazil,Language & Literature,731.0
805,13784,1.0,1531.0,3.0,0.0,8.0,363.0,Item do not show,2021-06-25,Bad,Je n'aime pas l'expérience,2014-02-10,Serbia,Economics,2692.0
806,14368,1.0,1477.0,2.0,0.0,5.0,390.0,Item do not show,2021-05-20,Good,J'aime les services!,2014-05-21,Turkey,Humanities,2556.0
807,10954,1.0,1812.0,3.0,0.0,10.0,48.0,Item do not show,2021-07-25,Good,clear player mode,2019-07-18,Serbia,Other,738.0
808,11224,1.0,1267.0,4.0,,13.0,588.0,Payment processing,2021-08-06,Bad,No me gusta la comunicación del agente,2014-05-11,Brazil,Humanities,2644.0
809,12770,1.0,1287.0,2.0,0.0,3.0,420.0,Payment processing,2021-08-03,Bad,inefficient resolution...,2015-05-10,Spain,Life Sciences,2277.0
810,12787,1.0,1754.0,3.0,0.0,6.0,254.0,Payment processing,2021-08-23,Good,wonderful product!,2018-12-08,Turkey,Humanities,989.0
811,13758,1.0,1936.0,3.0,0.0,17.0,202.0,Item do not show,2021-08-18,Bad,No me gusta el agente,2018-07-09,Honduras,Engineering,1136.0
812,15090,1.0,1929.0,5.0,0.0,18.0,612.0,Payment processing,2021-07-31,Bad,Modo de reproductor confuso,2020-08-12,Serbia,Other,353.0
813,12967,0.0,1287.0,2.0,0.0,6.0,219.0,Compromited account,2021-06-30,Good,precise product,2015-05-10,Spain,Life Sciences,2243.0
814,10693,1.0,1350.0,2.0,0.0,3.0,223.0,Wrong password,2021-07-23,Good,Communication de l'agent rapide,2020-11-09,Hungary,Language & Literature,256.0
815,10685,1.0,1496.0,5.0,0.0,7.0,719.0,Wrong password,2021-06-28,Bad,unsatisfactory agent,2018-06-23,United States,Humanities,1101.0
816,15674,1.0,1548.0,1.0,1.0,7.0,,Payment processing,2021-06-09,Good,useful process,2020-10-03,Honduras,Law,249.0
817,12940,1.0,1819.0,5.0,0.0,8.0,150.0,Payment processing,2021-07-25,Good,Solución NICEE,2017-10-27,Spain,Economics,1367.0
818,10569,1.0,1427.0,5.0,0.0,,716.0,Item do not show,2021-06-14,Bad,I do not like delivery,2016-02-17,Hungary,Engineering,1944.0
819,13302,1.0,1926.0,2.0,0.0,2.0,58.0,Item do not show,2021-06-04,Good,I like resolution...,2016-04-07,Hungary,Arts,1884.0
820,14651,1.0,1480.0,2.0,0.0,4.0,166.0,Item do not show,2021-06-08,Good,nicee web-site,2015-09-18,Hungary,Humanities,2090.0
821,11623,0.0,1819.0,5.0,0.0,13.0,620.0,Cheating,2021-08-03,Bad,slow agents behavior,2017-10-27,Spain,Economics,1376.0
822,12307,1.0,1522.0,6.0,0.0,5.0,1021.0,Wrong password,,Bad,I dont like agents behavior,2016-01-22,Brazil,Other,
823,11984,1.0,1412.0,5.0,0.0,8.0,64.0,Item do not show,,Good,welldone: services,2019-10-08,Brazil,Law,
824,13983,1.0,1754.0,3.0,0.0,4.0,239.0,Wrong password,2021-05-22,Good,Le comportement de l'agent eficiente,2018-12-08,Turkey,Humanities,896.0
825,10861,1.0,1363.0,1.0,1.0,5.0,240.0,Payment processing,2021-07-21,Good,modo de reproductor rápido,2019-02-02,Portugal,Law,900.0
826,15588,1.0,1571.0,4.0,0.0,7.0,476.0,Item do not show,2021-06-25,Bad,inefficient agent,2014-12-16,Turkey,Language & Literature,2383.0
827,13690,1.0,2028.0,4.0,0.0,29.0,538.0,Item do not show,2021-07-01,Bad,Article décevant,2015-06-25,United States,Other,2198.0
828,13082,1.0,1340.0,3.0,0.0,39.0,829.0,Payment processing,2021-08-03,Bad,unclear item,2018-01-13,Spain,Language & Literature,1298.0
829,12899,1.0,1414.0,2.0,0.0,8.0,122.0,Compromited account,2021-05-11,Good,"well done, solution",2019-07-10,Brazil,Language & Literature,671.0
830,12691,1.0,1806.0,2.0,0.0,2.0,122.0,Payment processing,2021-05-28,Good,quick game,2020-01-23,Turkey,Language & Literature,491.0
831,10543,1.0,1996.0,1.0,1.0,8.0,151.0,Item do not show,2021-08-16,Good,precise solution,2020-08-30,Portugal,Engineering,351.0
832,14851,1.0,1426.0,2.0,0.0,15.0,96.0,Item do not show,2021-06-23,Good,i like career mode,2015-03-05,Hungary,Engineering,2302.0
833,12057,1.0,1926.0,4.0,0.0,6.0,92.0,Payment processing,2021-08-02,Good,Entrega clara !!,2016-04-07,Hungary,Arts,1943.0
834,13175,1.0,1967.0,1.0,1.0,3.0,376.0,Wrong password,2021-05-24,Good,clear product,2018-01-14,Hungary,Humanities,1226.0
835,10674,0.0,2003.0,2.0,0.0,,1121.0,Compromited account,2021-06-29,Bad,unreliable agent's behavior,2019-02-01,Hungary,Other,879.0
836,11581,0.0,1754.0,2.0,0.0,15.0,789.0,Compromited account,2021-06-12,Bad,Je n'aime pas le mode carrière,2018-12-08,Turkey,Humanities,917.0
837,10661,1.0,1646.0,6.0,0.0,8.0,19.0,Payment processing,2021-07-13,Good,"Bravo, service",2017-06-14,Serbia,Language & Literature,1490.0
838,10744,1.0,2003.0,3.0,0.0,,590.0,Item do not show,2021-06-09,Bad,confusing product!,2019-02-01,Hungary,Other,859.0
839,12956,0.0,1571.0,1.0,1.0,14.0,810.0,Compromited account,,Bad,slow..... agents communication,2014-12-16,Turkey,Language & Literature,
840,14988,1.0,1337.0,1.0,1.0,8.0,321.0,Payment processing,2021-06-24,Bad,uselless agent's behavior,2014-02-09,Turkey,Law,2692.0
841,12766,1.0,1985.0,6.0,0.0,13.0,513.0,Wrong password,2021-08-21,Bad,horrible expérience,2016-11-21,Argentina,Humanities,1734.0
842,12345,0.0,1287.0,2.0,0.0,,580.0,Cheating,2021-06-11,Bad,,2015-05-10,Spain,Life Sciences,2224.0
843,12413,1.0,1646.0,1.0,1.0,4.0,351.0,Cheating,2021-08-07,Good,Communication d'agent satisfaisant,2017-06-14,Serbia,Language & Literature,1515.0
844,10852,1.0,1726.0,2.0,0.0,10.0,277.0,Wrong password,2021-06-26,Bad,unpleasant player mode,2015-01-31,United States,Humanities,2338.0
845,14682,0.0,1746.0,3.0,0.0,9.0,217.0,Payment processing,2021-07-07,Good,nicee resolution...,2014-11-07,Honduras,Engineering,2434.0
846,14926,0.0,1414.0,1.0,1.0,10.0,980.0,Compromited account,2021-07-11,Bad,unreliable... agent`s communication,2019-07-10,Brazil,Language & Literature,732.0
847,11118,1.0,1697.0,4.0,0.0,11.0,374.0,Payment processing,2021-06-10,Good,clear web-site,2019-07-09,Argentina,Design,702.0
848,15109,1.0,1812.0,2.0,0.0,25.0,908.0,Payment processing,,Bad,slow delivery!!,2019-07-18,Serbia,Other,
849,13068,1.0,1411.0,2.0,0.0,3.0,509.0,Item do not show,2021-06-21,Bad,Je n'aime pas les services!,2016-12-29,Hungary,Economics,1635.0
850,13411,1.0,1585.0,3.0,0.0,6.0,105.0,Payment processing,2021-06-24,Good,Comunicación del buen agente,2014-01-19,Turkey,Language & Literature,2713.0
851,10684,1.0,1759.0,1.0,1.0,8.0,588.0,Item do not show,2021-07-26,Bad,useless services,2019-05-15,Hungary,Humanities,803.0
852,15225,1.0,1746.0,3.0,0.0,,736.0,Payment processing,2021-05-28,Bad,unreliable... game,2014-11-07,Honduras,Engineering,2394.0
853,14458,1.0,1412.0,4.0,0.0,3.0,184.0,Compromited account,2021-05-26,Good,reliable agent,2019-10-08,Brazil,Law,596.0
854,13839,1.0,1947.0,3.0,0.0,30.0,612.0,Item do not show,2021-08-04,Bad,Service sévère !!!,2017-07-27,Honduras,Law,1469.0
855,14019,0.0,2019.0,4.0,0.0,20.0,815.0,Compromited account,2021-07-24,Bad,I don't like resolution,2020-05-05,Brazil,Humanities,445.0
856,12845,1.0,1390.0,6.0,0.0,8.0,48.0,Payment processing,2021-06-25,Good,clear player mode,2019-09-22,Argentina,Engineering,642.0
857,14844,0.0,1697.0,2.0,0.0,15.0,904.0,Compromited account,2021-05-21,Bad,slow website,2019-07-09,Argentina,Design,682.0
858,11921,1.0,1648.0,1.0,1.0,5.0,84.0,Item do not show,2021-06-12,Good,comunicación del agente satisfactorio,2014-10-13,Turkey,Arts,2434.0
859,13405,1.0,1985.0,1.0,1.0,4.0,368.0,Wrong password,2021-07-18,Bad,bad item,2016-11-21,Argentina,Humanities,1700.0
860,12848,1.0,1358.0,3.0,0.0,8.0,224.0,Wrong password,2021-06-08,Good,wonderful agent's communication,2015-06-24,Spain,Language & Literature,2176.0
861,15342,1.0,1580.0,3.0,0.0,4.0,185.0,Wrong password,2021-08-04,Good,J'aime la résolution,2020-03-05,Turkey,Engineering,517.0
862,10818,1.0,1646.0,2.0,0.0,12.0,148.0,Wrong password,2021-07-28,Good,I like delivery.,2017-06-14,Serbia,Language & Literature,1505.0
863,13752,1.0,1770.0,3.0,0.0,2.0,233.0,Item do not show,2021-06-17,Good,procédure claire,2020-07-16,Hungary,Language & Literature,336.0
864,14211,0.0,1360.0,2.0,0.0,,561.0,Cheating,,Bad,"unsatisfactory solution,",2017-12-26,Argentina,Law,
865,15244,1.0,1580.0,4.0,0.0,9.0,154.0,Wrong password,2021-07-27,Good,I like product!,2020-03-05,Turkey,Engineering,509.0
866,10803,0.0,1837.0,2.0,0.0,14.0,857.0,Cheating,2021-07-24,Bad,unrealiable services,2015-06-02,Spain,Language & Literature,2244.0
867,11518,0.0,1358.0,3.0,0.0,14.0,820.0,Wrong password,2021-07-28,Bad,I dont like agent,2015-06-24,Spain,Language & Literature,2226.0
868,10895,1.0,1688.0,3.0,0.0,5.0,59.0,Item do not show,2021-06-30,Good,Mode de lecteur eficientiel,2016-05-15,Netherlands,Humanities,1872.0
869,12469,1.0,1340.0,4.0,0.0,5.0,75.0,Item do not show,2021-06-05,Good,"efficient solution,",2018-01-13,Spain,Language & Literature,1239.0
870,13944,0.0,1921.0,5.0,0.0,13.0,607.0,Cheating,2021-06-03,Bad,jeu inutile,2015-04-10,Brazil,Humanities,2246.0
871,10483,1.0,1671.0,3.0,0.0,4.0,202.0,Payment processing,2021-08-13,Good,resolución confiable,2016-12-10,Hungary,IT,1707.0
872,12467,1.0,1519.0,1.0,1.0,8.0,258.0,Payment processing,2021-05-31,Good,Comportement de l'agent efficace,2018-08-29,Serbia,Other,1006.0
873,12885,1.0,1648.0,3.0,0.0,24.0,559.0,Payment processing,2021-07-28,Bad,useless career mode,2014-10-13,Turkey,Arts,2480.0
874,10578,0.0,1400.0,4.0,0.0,14.0,136.0,Compromited account,2021-06-21,Bad,I don't like product!,2019-10-07,Argentina,IT,623.0
875,12791,1.0,1337.0,4.0,0.0,8.0,667.0,Wrong password,2021-07-13,Bad,unreliable resolution,2014-02-09,Turkey,Law,2711.0
876,14773,1.0,1985.0,3.0,,11.0,12.0,Cheating,2021-07-18,Good,maravilloso sitio web,2016-11-21,Argentina,Humanities,1700.0
877,11855,1.0,1583.0,1.0,1.0,19.0,549.0,Item do not show,,Bad,I do not like item,2019-07-13,Hungary,Engineering,
878,14534,1.0,1663.0,1.0,1.0,8.0,17.0,,2021-06-19,Good,useful resolution...,2020-05-20,United States,Engineering,395.0
879,11253,1.0,1480.0,3.0,0.0,6.0,,Cheating,2021-07-12,Good,"solución satisfactoria,",2015-09-18,Hungary,Humanities,2124.0
880,11339,1.0,1548.0,2.0,0.0,5.0,204.0,Compromited account,2021-06-01,Good,fantastic service,2020-10-03,Honduras,Law,241.0
881,15666,1.0,1532.0,4.0,0.0,5.0,189.0,Payment processing,2021-07-04,Good,Me gusta la comunicación del agente,2017-03-16,Turkey,Language & Literature,1571.0
882,11710,1.0,1267.0,4.0,0.0,4.0,141.0,Wrong password,2021-07-19,Good,Mode de carrière merveilleux,2014-05-11,Brazil,Humanities,2626.0
883,15517,0.0,1496.0,2.0,0.0,22.0,640.0,Cheating,2021-08-05,Bad,,2018-06-23,United States,Humanities,1139.0
884,14532,1.0,1813.0,2.0,0.0,4.0,99.0,Wrong password,2021-07-31,Good,,2018-01-27,Honduras,Humanities,1281.0
885,11509,1.0,1726.0,3.0,0.0,6.0,310.0,Item do not show,2021-08-03,Good,"well done solution,",2015-01-31,United States,Humanities,2376.0
886,10558,1.0,1583.0,1.0,1.0,2.0,61.0,Payment processing,,Good,,2019-07-13,Hungary,Engineering,
887,14365,1.0,1585.0,2.0,0.0,6.0,49.0,Payment processing,2021-06-17,Good,Comportamiento del agente útil,2014-01-19,Turkey,Language & Literature,2706.0
888,12471,1.0,1496.0,3.0,,10.0,160.0,Wrong password,2021-05-27,Good,servicio rápido,2018-06-23,United States,Humanities,1069.0
889,11575,1.0,1726.0,3.0,0.0,4.0,55.0,Payment processing,2021-08-10,Good,I like agent,2015-01-31,United States,Humanities,2383.0
890,13418,1.0,1892.0,1.0,1.0,23.0,713.0,Item do not show,2021-08-07,Bad,producto poco claro,2015-09-27,Hungary,Humanities,2141.0
891,11711,1.0,1337.0,3.0,0.0,17.0,310.0,Item do not show,2021-07-23,Good,Mode de carrière incroyable,2014-02-09,Turkey,Law,2721.0
892,12643,1.0,1496.0,2.0,,,254.0,Payment processing,2021-06-23,Good,N / A,2018-06-23,United States,Humanities,1096.0
893,11505,1.0,1899.0,2.0,0.0,7.0,422.0,Item do not show,2021-06-08,Bad,inefficient services,2016-09-10,Honduras,Arts,1732.0
894,11757,1.0,1411.0,3.0,0.0,7.0,152.0,Payment processing,2021-07-19,Good,precise services!,2016-12-29,Hungary,Economics,1663.0
895,10431,1.0,1337.0,1.0,1.0,30.0,610.0,Item do not show,2021-05-11,Bad,inefficient services,2014-02-09,Turkey,Law,2648.0
896,13453,1.0,1812.0,3.0,0.0,10.0,105.0,Compromited account,2021-07-06,Good,comportamiento de agentes asombrosos,2019-07-18,Serbia,Other,719.0
897,12368,1.0,1837.0,3.0,0.0,3.0,161.0,Item do not show,,Good,Mode de carrière précis,2015-06-02,Spain,Language & Literature,
898,10398,1.0,1719.0,3.0,0.0,19.0,529.0,Wrong password,2021-06-12,Bad,disappointing resolution...,2016-08-03,Argentina,Other,1774.0
899,11931,1.0,1949.0,3.0,,12.0,670.0,Payment processing,2021-07-29,Bad,"solución lenta,",2017-01-22,Argentina,Humanities,1649.0
900,15222,1.0,1710.0,6.0,0.0,16.0,472.0,Wrong password,2021-07-22,Bad,Producto poco confiable!,2019-05-10,Netherlands,Other,804.0
901,13223,1.0,1671.0,2.0,0.0,7.0,194.0,Payment processing,2021-06-28,Good,nice website,2016-12-10,Hungary,IT,1661.0
902,14130,1.0,1656.0,4.0,0.0,10.0,191.0,Payment processing,2021-08-13,Good,welldone: product!,2018-08-31,Serbia,Engineering,1078.0
903,10378,1.0,1837.0,3.0,0.0,2.0,173.0,Item do not show,2021-07-14,Good,welldone: game,2015-06-02,Spain,Language & Literature,2234.0
904,11788,1.0,1936.0,2.0,0.0,8.0,34.0,Item do not show,2021-06-30,Good,reliable services,2018-07-09,Honduras,Engineering,1087.0
905,10403,1.0,1267.0,3.0,0.0,4.0,79.0,Payment processing,2021-05-18,Good,nicee product!,2014-05-11,Brazil,Humanities,2564.0
906,15451,1.0,2028.0,3.0,0.0,4.0,291.0,Wrong password,2021-07-17,Good,well done agent's communication,2015-06-25,United States,Other,2214.0
907,10252,1.0,2003.0,2.0,0.0,6.0,311.0,Wrong password,2021-07-23,Good,efficient game,2019-02-01,Hungary,Other,903.0
908,14227,1.0,1566.0,6.0,0.0,9.0,249.0,Item do not show,2021-07-12,Good,useful item,2014-06-15,Brazil,Engineering,2584.0
909,12871,1.0,1806.0,4.0,,11.0,674.0,Wrong password,2021-07-30,Bad,N / A,2020-01-23,Turkey,Language & Literature,554.0
910,10771,1.0,1777.0,2.0,0.0,2.0,123.0,Item do not show,2021-05-11,Good,pleasant service!!!,2016-12-22,Turkey,IT,1601.0
911,11924,0.0,1571.0,3.0,0.0,5.0,962.0,Cheating,2021-08-14,Bad,slow player mode,2014-12-16,Turkey,Language & Literature,2433.0
912,14006,1.0,1857.0,1.0,1.0,2.0,174.0,Payment processing,2021-05-30,Good,pleasant agent,2014-05-07,Hungary,Design,2580.0
913,11822,1.0,1688.0,4.0,0.0,10.0,117.0,Payment processing,,Good,wonderful product,2016-05-15,Netherlands,Humanities,
914,14774,1.0,1414.0,1.0,1.0,5.0,309.0,Wrong password,2021-05-12,Good,Comunicación de agente rápido,2019-07-10,Brazil,Language & Literature,672.0
915,13351,1.0,2028.0,1.0,1.0,6.0,70.0,,2021-07-17,Good,clear agents behavior,2015-06-25,United States,Other,2214.0
916,13110,1.0,1480.0,1.0,1.0,7.0,205.0,Payment processing,2021-05-24,Good,satisfactory agents communication,2015-09-18,Hungary,Humanities,2075.0
917,13850,1.0,1648.0,3.0,0.0,,124.0,Payment processing,2021-07-27,Good,great agents behavior,2014-10-13,Turkey,Arts,2479.0
918,12065,1.0,1287.0,5.0,,12.0,342.0,Wrong password,2021-05-17,Bad,Comportamiento de agente poco revelable,2015-05-10,Spain,Life Sciences,2199.0
919,13400,1.0,1967.0,3.0,0.0,4.0,332.0,Wrong password,2021-07-02,Good,good game,2018-01-14,Hungary,Humanities,1265.0
920,11560,1.0,1837.0,2.0,0.0,3.0,200.0,Payment processing,2021-08-17,Good,quick product,2015-06-02,Spain,Language & Literature,2268.0
921,13325,1.0,1806.0,2.0,0.0,5.0,648.0,Item do not show,2021-05-21,Bad,unrealiable process,2020-01-23,Turkey,Language & Literature,484.0
922,11401,1.0,1812.0,1.0,1.0,15.0,938.0,Compromited account,2021-06-28,Bad,I don't like services!,2019-07-18,Serbia,Other,711.0
923,14294,1.0,1656.0,4.0,0.0,3.0,186.0,Cheating,2021-05-19,Good,Communication du bon agent,2018-08-31,Serbia,Engineering,992.0
924,14840,1.0,1287.0,3.0,0.0,7.0,613.0,Payment processing,2021-05-20,Bad,I dont like agent`s behavior,2015-05-10,Spain,Life Sciences,2202.0
925,12445,1.0,1719.0,1.0,1.0,12.0,766.0,Payment processing,2021-05-28,Bad,I do not like services!,2016-08-03,Argentina,Other,1759.0
926,13756,1.0,1414.0,3.0,0.0,,167.0,Item do not show,2021-07-06,Good,fantastic product,2019-07-10,Brazil,Language & Literature,727.0
927,10230,1.0,1336.0,1.0,1.0,3.0,260.0,Item do not show,2021-07-22,Good,Site Web rapide,2020-10-10,Serbia,Other,285.0
928,12556,1.0,1568.0,3.0,0.0,11.0,973.0,Item do not show,2021-06-22,Bad,I don't like agents communication,2018-06-18,Honduras,Other,1100.0
929,11150,1.0,1710.0,2.0,0.0,9.0,77.0,Wrong password,2021-06-16,Good,i like services,2019-05-10,Netherlands,Other,768.0
930,14232,1.0,1400.0,4.0,0.0,6.0,142.0,Wrong password,2021-08-08,Good,well done agent's behavior,2019-10-07,Argentina,IT,671.0
931,12088,1.0,1503.0,1.0,1.0,18.0,,Item do not show,2021-07-13,Bad,disappointing experience,2018-09-20,Brazil,IT,1027.0
932,13818,1.0,1532.0,3.0,0.0,10.0,,Wrong password,2021-05-27,Bad,inefficient experience,2017-03-16,Turkey,Language & Literature,1533.0
933,14034,1.0,1519.0,3.0,0.0,6.0,47.0,Compromited account,2021-08-20,Good,Comportement de l'agent bien fait,2018-08-29,Serbia,Other,1087.0
934,15194,1.0,1710.0,3.0,0.0,2.0,91.0,,2021-07-15,Good,useful agents communication,2019-05-10,Netherlands,Other,797.0
935,12014,1.0,1319.0,3.0,0.0,7.0,,,2021-07-21,Good,me gusta la solución,2014-04-12,Honduras,Engineering,2657.0
936,15322,1.0,1812.0,2.0,0.0,8.0,148.0,Item do not show,2021-08-13,Good,nice services,2019-07-18,Serbia,Other,757.0
937,11263,1.0,1663.0,2.0,0.0,41.0,768.0,Wrong password,2021-06-30,Bad,unrealiable services,2020-05-20,United States,Engineering,406.0
938,11040,1.0,1580.0,3.0,0.0,10.0,,Item do not show,2021-07-27,Good,pleasant services!,2020-03-05,Turkey,Engineering,509.0
939,13653,1.0,1532.0,2.0,,,13.0,Payment processing,2021-05-14,Good,Maravilloso producto,2017-03-16,Turkey,Language & Literature,1520.0
940,11358,1.0,1400.0,3.0,0.0,8.0,181.0,Item do not show,2021-07-01,Good,Bonito sitio web,2019-10-07,Argentina,IT,633.0
941,14559,1.0,1942.0,2.0,0.0,8.0,156.0,Wrong password,2021-07-23,Good,clear game,2019-06-13,Turkey,Humanities,771.0
942,13132,1.0,1996.0,2.0,0.0,3.0,345.0,Wrong password,2021-08-14,Good,nice delivery.,2020-08-30,Portugal,Engineering,349.0
943,14032,1.0,2028.0,2.0,0.0,5.0,36.0,Compromited account,2021-08-20,Good,i like delivery,2015-06-25,United States,Other,2248.0
944,10340,1.0,1350.0,1.0,1.0,12.0,265.0,Wrong password,2021-05-29,Good,nice career mode,2020-11-09,Hungary,Language & Literature,201.0
945,12304,0.0,1819.0,2.0,0.0,15.0,866.0,Compromited account,2021-06-24,Bad,unpleasant item,2017-10-27,Spain,Economics,1336.0
946,12251,1.0,1400.0,4.0,0.0,11.0,135.0,Item do not show,2021-07-19,Good,Communication de l'agent fantastique,2019-10-07,Argentina,IT,651.0
947,14529,1.0,1412.0,3.0,0.0,6.0,96.0,Payment processing,2021-05-22,Good,wonderful game,2019-10-08,Brazil,Law,592.0
948,14140,1.0,1726.0,3.0,0.0,18.0,450.0,Item do not show,2021-06-02,Bad,I dont like service!!!,2015-01-31,United States,Humanities,2314.0
949,13487,0.0,1358.0,3.0,0.0,9.0,442.0,Cheating,2021-05-13,Bad,harsh game,2015-06-24,Spain,Language & Literature,2150.0
950,15060,1.0,1248.0,3.0,,4.0,289.0,Item do not show,,Good,¡Servicios rápidos!,2016-07-22,United States,Engineering,
951,15031,1.0,1585.0,4.0,0.0,5.0,746.0,Wrong password,2021-06-25,Bad,Mode lent le lent,2014-01-19,Turkey,Language & Literature,2714.0
952,12215,1.0,1812.0,1.0,1.0,4.0,179.0,Payment processing,2021-06-13,Good,N / A,2019-07-18,Serbia,Other,696.0
953,13972,0.0,1477.0,3.0,0.0,14.0,667.0,Payment processing,2021-08-04,Bad,,2014-05-21,Turkey,Humanities,2632.0
954,13299,0.0,1926.0,3.0,0.0,8.0,782.0,Cheating,2021-07-01,Bad,N / A,2016-04-07,Hungary,Arts,1911.0
955,15093,1.0,1571.0,1.0,1.0,7.0,328.0,Wrong password,2021-07-26,Good,"well done, career mode",2014-12-16,Turkey,Language & Literature,2414.0
956,13261,1.0,1350.0,5.0,0.0,8.0,394.0,Item do not show,2021-07-26,Good,resolución asombrosa,2020-11-09,Hungary,Language & Literature,259.0
957,11280,1.0,1666.0,2.0,0.0,2.0,42.0,Item do not show,2021-07-10,Good,well done process,2017-09-04,Netherlands,Engineering,1405.0
958,14469,0.0,1384.0,7.0,0.0,16.0,610.0,Cheating,2021-08-06,Bad,unclear web-site,2018-06-10,United States,Humanities,1153.0
959,10517,1.0,1996.0,4.0,0.0,13.0,813.0,Payment processing,2021-08-15,Bad,Je n'aime pas les services!,2020-08-30,Portugal,Engineering,350.0
960,14291,1.0,1384.0,6.0,0.0,4.0,,Item do not show,2021-07-20,Good,livraison nicee,2018-06-10,United States,Humanities,1136.0
961,11827,1.0,1921.0,1.0,1.0,10.0,746.0,Payment processing,2021-05-12,Bad,harsh product!,2015-04-10,Brazil,Humanities,2224.0
962,14308,1.0,1341.0,1.0,1.0,4.0,54.0,Payment processing,2021-07-06,Good,"Bien hecho, comportamiento del agente",2016-03-16,Honduras,Other,1938.0
963,12171,1.0,1770.0,2.0,0.0,2.0,577.0,Item do not show,2021-06-05,Bad,experiencia lenta,2020-07-16,Hungary,Language & Literature,324.0
964,14229,1.0,1350.0,3.0,,3.0,757.0,,2021-08-23,Bad,¡Producto ineficiente!,2020-11-09,Hungary,Language & Literature,287.0
965,10546,1.0,1695.0,3.0,0.0,4.0,,Wrong password,2021-05-17,Good,amazing! services!,2014-09-20,Serbia,Engineering,2431.0
966,14491,0.0,1926.0,4.0,,20.0,826.0,Compromited account,2021-07-07,Bad,Servicio decepcionante !!!,2016-04-07,Hungary,Arts,1917.0
967,15100,1.0,1438.0,2.0,0.0,5.0,197.0,Payment processing,2021-08-22,Good,Maravilloso proceso,2020-05-30,Honduras,Other,449.0
968,11450,1.0,1337.0,2.0,0.0,6.0,177.0,Item do not show,2021-06-03,Good,Comunicación de buen agente,2014-02-09,Turkey,Law,2671.0
969,12059,1.0,2003.0,1.0,1.0,,,Wrong password,2021-07-11,Good,reliable agent,2019-02-01,Hungary,Other,891.0
970,13659,1.0,1585.0,5.0,0.0,5.0,,Item do not show,2021-08-12,Good,,2014-01-19,Turkey,Language & Literature,2762.0
971,12071,1.0,1267.0,3.0,0.0,7.0,320.0,Compromited account,2021-06-04,Good,I like agent`s behavior,2014-05-11,Brazil,Humanities,2581.0
972,13417,1.0,1427.0,2.0,,22.0,401.0,Payment processing,2021-06-07,Bad,N / A,2016-02-17,Hungary,Engineering,1937.0
973,14292,1.0,1580.0,2.0,0.0,21.0,242.0,Wrong password,2021-07-01,Bad,Mode des joueurs,2020-03-05,Turkey,Engineering,483.0
974,13042,1.0,1813.0,2.0,0.0,6.0,,Item do not show,2021-08-19,Bad,inefficient delivery.,2018-01-27,Honduras,Humanities,1300.0
975,11245,0.0,1936.0,1.0,1.0,6.0,401.0,Item do not show,2021-06-14,Bad,Produit uselless!,2018-07-09,Honduras,Engineering,1071.0
976,14289,1.0,1571.0,2.0,0.0,,508.0,Payment processing,2021-07-24,Bad,unrealiable delivery!!,2014-12-16,Turkey,Language & Literature,2412.0
977,15529,1.0,1531.0,4.0,0.0,11.0,705.0,Item do not show,2021-05-12,Bad,Livraison insatisfaisante !!,2014-02-10,Serbia,Economics,2648.0
978,13108,0.0,1411.0,1.0,1.0,5.0,669.0,Wrong password,2021-05-29,Bad,unreliable... service!!!,2016-12-29,Hungary,Economics,1612.0
979,10501,1.0,1496.0,1.0,1.0,3.0,141.0,Payment processing,2021-08-03,Good,Site Web clair,2018-06-23,United States,Humanities,1137.0
980,12933,1.0,1949.0,1.0,1.0,4.0,64.0,Cheating,2021-05-22,Good,wonderful delivery.,2017-01-22,Argentina,Humanities,1581.0
981,14945,1.0,1319.0,3.0,0.0,16.0,156.0,Item do not show,2021-06-11,Good,service utile,2014-04-12,Honduras,Engineering,2617.0
982,11911,1.0,1400.0,1.0,1.0,7.0,148.0,Payment processing,2021-07-11,Good,welldone: experience,2019-10-07,Argentina,IT,643.0
983,13113,1.0,1746.0,4.0,0.0,8.0,145.0,Payment processing,2021-08-22,Good,Servicio eficiente !!!,2014-11-07,Honduras,Engineering,2480.0
